Area,SalePrice,Zoning,LotArea,Neighborhood,OverallQuality,OverallCondition,YearBuilt,YearRemodAdd,ExteriorQuality,ExteriorCondition,FullBath,HalfBath,Bedrooms,KitchenQuality,TotalRooms,MonthSold,YearSold
1051,124400,RL,9759,Northwest Ames,5,5,1966,1966,3,3,1,0,3,3,6,3,2006
1141,158000,RL,9600,Northwest Ames,5,7,1967,1967,3,3,1,0,3,3,6,7,2006
1200,146000,RL,9230,Northwest Ames,5,8,1965,1998,3,3,1,1,1,4,6,10,2006
1993,190000,RL,14803,Northwest Ames,6,5,1971,1971,3,3,2,1,4,3,8,6,2006
1050,136500,RL,10659,Northwest Ames,5,6,1961,1961,3,3,1,0,3,3,6,1,2006
864,129900,RL,9100,Northwest Ames,5,5,1958,1958,3,3,1,0,3,3,5,7,2006
1712,145000,RL,8393,Northwest Ames,5,5,1959,2005,3,3,2,0,4,3,8,6,2006
1565,185900,RL,8800,Northwest Ames,6,7,1965,2000,3,4,2,0,3,4,7,6,2006
1251,160000,RL,8800,Northwest Ames,6,6,1964,1964,3,3,1,0,3,3,6,3,2006
1488,167000,RL,10368,Northwest Ames,6,6,1964,1964,3,3,1,1,3,3,7,4,2006
1440,157500,RL,9350,Northwest Ames,5,6,1964,1964,3,3,1,1,4,3,7,7,2006
1095,140000,RL,10382,Northwest Ames,6,5,1958,1958,3,2,1,0,2,3,6,3,2006
1053,150000,RL,8973,Northwest Ames,5,7,1958,1991,3,3,1,1,3,5,6,7,2006
1248,151500,RL,10800,Northwest Ames,5,7,1960,1960,3,3,1,0,3,3,6,5,2006
816,129800,RL,8550,Northwest Ames,6,8,1934,1950,3,3,1,0,2,3,4,7,2006
1008,137000,RL,11425,Northwest Ames,5,6,1954,1954,3,3,1,0,2,3,4,7,2006
1043,137000,RL,9724,Northwest Ames,5,7,1947,1950,3,3,1,0,2,3,5,5,2006
1230,121600,RL,4712,Brookside,4,7,1946,1950,3,3,1,1,3,3,5,8,2006
869,85500,RL,5900,Brookside,4,7,1923,1958,3,3,1,0,2,2,4,8,2006
747,79900,RL,5825,Brookside,4,5,1926,1953,3,4,1,0,1,3,5,6,2006
1252,127000,RL,7438,Brookside,5,8,1908,1991,3,3,1,0,3,3,5,6,2006
1433,161000,RL,9600,Northwest Ames,5,6,1961,1990,3,3,1,0,3,3,7,6,2006
1624,146500,RL,10858,Northwest Ames,5,6,1952,1952,3,4,1,0,2,3,6,7,2006
1216,135000,RL,9600,Northwest Ames,5,5,1951,1951,3,3,1,0,3,3,7,5,2006
2136,137900,RL,10680,Northwest Ames,5,3,1951,1951,3,3,2,0,4,3,7,10,2006
1578,133000,RL,9490,Northwest Ames,6,7,1941,1950,3,3,1,0,3,2,5,8,2006
1728,137000,RL,9462,Northwest Ames,5,6,1949,1973,3,3,1,1,3,3,7,7,2006
936,121000,RL,9888,Northwest Ames,5,6,1954,1975,3,4,1,0,2,3,5,3,2006
1584,119000,RL,8917,Northwest Ames,5,5,1967,1967,3,3,2,0,4,3,8,10,2006
1246,172000,RL,12700,Northwest Ames,6,5,1964,1964,3,3,1,0,3,3,6,11,2006
1235,98600,RL,8500,Northwest Ames,5,3,1961,1961,3,3,1,0,2,3,6,12,2006
2157,226000,RL,14200,Northwest Ames,7,6,1966,1966,3,3,2,1,4,4,8,5,2006
1128,118000,RL,9000,Northwest Ames,5,5,1954,1954,3,3,1,0,2,3,5,6,2006
3112,235000,RL,25419,Northwest Ames,8,4,1918,1990,4,4,2,0,4,4,8,3,2006
1008,135000,RL,9723,Northwest Ames,6,7,1963,1963,3,3,1,0,2,3,5,10,2006
1190,132500,RL,7728,Northwest Ames,5,6,1962,1962,3,3,1,0,3,3,6,5,2006
1144,143000,RL,8163,Northwest Ames,5,6,1959,1959,3,4,1,0,3,3,6,3,2006
1364,132000,RL,8400,Northwest Ames,5,5,1957,1957,3,3,1,1,3,3,6,3,2006
1383,145250,RL,11600,Northwest Ames,6,5,1960,1960,3,3,1,1,3,3,7,4,2006
1336,162000,RL,9610,Northwest Ames,6,6,1958,1958,3,3,1,1,3,3,7,12,2006
1370,148000,RL,10000,Northwest Ames,5,6,1956,1956,3,3,1,0,3,3,6,2,2006
1092,141000,RL,14850,Northwest Ames,5,5,1957,1957,3,3,1,0,2,3,6,5,2006
1124,153000,RL,10152,Northwest Ames,6,6,1956,1994,3,3,1,0,3,3,6,5,2006
1236,134450,RL,10011,Northwest Ames,5,6,1957,1996,3,3,1,0,2,4,6,5,2006
943,135960,RL,7032,Northwest Ames,5,5,1979,1979,3,3,1,0,2,3,4,12,2006
1050,156000,RL,8092,Northwest Ames,6,8,1954,2000,3,4,1,0,3,4,6,6,2006
1375,140000,RL,11310,Northwest Ames,6,5,1954,1954,3,3,1,0,2,3,5,6,2006
1008,139500,RL,12778,Northwest Ames,5,6,1952,2003,3,3,1,0,2,3,4,1,2006
1575,155000,RL,10170,Northwest Ames,6,6,1951,1951,3,3,1,1,2,4,5,6,2006
1145,127000,RL,7700,Northwest Ames,5,7,1956,1956,3,3,1,0,3,3,6,9,2006
1005,133500,RL,11050,Northwest Ames,5,5,1956,1956,3,3,1,0,2,3,6,7,2006
1056,125000,RL,13600,Northwest Ames,5,6,1955,1955,3,3,1,1,3,3,6,11,2006
884,142000,RL,15428,Northwest Ames,5,6,1951,1991,3,3,1,0,2,3,4,6,2006
2039,167000,RL,21299,Northwest Ames,7,5,1941,1963,4,3,1,1,3,3,7,12,2006
1384,159000,RL,13300,Northwest Ames,5,5,1956,2001,3,3,1,0,2,3,6,6,2006
2640,180000,RL,22136,Old Town,5,5,1925,1975,3,2,2,1,5,3,10,7,2006
1312,127000,RL,7500,Northwest Ames,6,6,1947,1950,3,3,1,1,3,3,6,10,2006
1310,112000,RL,7000,Old Town,6,6,1924,1950,3,4,2,0,2,3,6,5,2006
713,99800,RL,10410,Old Town,3,8,1930,2001,3,4,1,0,2,4,5,10,2006
833,117000,RL,5400,Old Town,5,7,1954,2000,3,4,1,0,2,4,4,8,2006
1073,108480,RL,5400,Old Town,5,6,1921,1968,3,3,1,0,2,3,4,12,2006
715,68000,RL,10914,Northwest Ames,3,3,1929,1950,3,2,1,0,2,3,4,8,2006
720,86900,RL,7008,Old Town,4,8,1900,1998,3,4,1,0,1,2,5,3,2006
1130,120000,RL,10800,Old Town,5,6,1920,1950,3,3,1,0,2,3,5,6,2006
1595,155500,RL,7200,Old Town,6,8,1915,1950,3,5,2,0,3,3,7,4,2006
1760,80000,RL,10818,Old Town,4,4,1910,1950,3,3,1,1,4,3,7,2,2006
1214,105000,RL,10410,Old Town,3,4,1915,1950,3,3,1,0,3,3,6,1,2006
2414,160000,RL,10800,Old Town,5,4,1900,1970,3,2,2,0,3,3,10,5,2006
1466,170000,RL,10800,Old Town,5,8,1936,1989,3,3,2,0,3,4,7,4,2006
1324,160000,RL,8658,Northwest Ames,6,5,1965,1965,3,3,2,0,3,3,6,12,2006
1086,159950,RL,13400,Northwest Ames,5,5,1966,1966,3,3,1,0,3,3,6,6,2006
1146,165000,RL,10184,Northwest Ames,6,5,1963,1963,3,3,1,0,3,3,6,6,2006
1734,159000,RL,9786,Northwest Ames,6,7,1962,1981,3,3,1,1,3,4,7,6,2006
1207,147000,RL,9510,Northwest Ames,6,5,1962,1985,3,3,1,1,3,3,6,5,2006
912,115000,RL,7800,Northwest Ames,5,5,1964,1964,3,3,1,0,2,3,5,11,2006
1194,159500,RL,8910,Northwest Ames,6,6,1959,1959,3,3,1,0,3,3,6,7,2006
864,120000,RL,7332,Northwest Ames,6,6,1959,1959,3,3,1,0,2,4,4,10,2006
816,129900,RL,7100,Northwest Ames,5,7,1957,1957,3,3,1,0,2,3,5,7,2006
1773,183000,RL,10800,Northwest Ames,6,6,1961,1992,3,3,2,0,3,3,6,8,2006
1472,157500,RL,11650,Northwest Ames,7,5,1959,1959,3,3,2,0,2,4,5,6,2006
2448,277500,RL,18275,Northwest Ames,7,8,1962,1998,3,3,3,0,3,3,9,9,2006
1600,207500,RL,16321,Northwest Ames,5,6,1957,1997,3,3,1,0,2,3,6,12,2006
1521,147500,RL,12144,Northwest Ames,4,6,1950,1950,3,3,1,1,3,4,6,9,2006
1192,135000,RL,10800,Northwest Ames,4,4,1949,1950,3,3,1,1,4,3,6,12,2006
1040,109500,RL,7200,Northwest Ames,5,7,1950,1950,3,3,1,0,2,3,5,6,2006
1040,109900,RL,7200,Northwest Ames,4,5,1950,1950,3,3,1,0,2,3,4,7,2006
1040,133700,RL,7560,Northwest Ames,5,5,1959,1959,3,3,1,0,3,3,6,7,2006
1040,81400,RL,8544,Northwest Ames,3,4,1950,1950,3,3,2,0,2,3,6,12,2006
1040,87500,RL,8544,Northwest Ames,3,4,1949,1950,3,3,2,0,2,3,6,5,2006
1040,93500,RL,8544,Northwest Ames,3,4,1950,1950,3,3,2,0,2,3,6,7,2006
1556,119000,RL,8512,Northwest Ames,5,5,1960,1960,3,3,2,0,4,3,8,9,2006
1150,141000,RL,7945,Northwest Ames,5,6,1959,1959,3,3,1,0,3,3,6,5,2006
1150,146000,RL,7000,Northwest Ames,5,4,1961,1961,3,3,1,0,3,3,6,7,2006
1348,155000,RL,7590,Northwest Ames,6,5,1966,1966,3,3,1,1,3,3,6,7,2006
999,134500,RL,10205,Northwest Ames,5,5,1962,1962,3,3,1,0,3,3,6,5,2006
1045,120000,RL,7400,Northwest Ames,7,6,1962,1962,3,3,1,0,3,3,6,3,2006
864,105000,RL,7000,Northwest Ames,5,6,1962,1962,3,3,1,0,3,3,5,2,2006
1025,124000,RL,7000,Northwest Ames,5,5,1962,1962,3,3,1,0,3,3,6,3,2006
2014,169000,RM,9856,Old Town,5,8,1900,2005,4,4,2,0,5,3,8,6,2006
1328,107000,RM,9906,Old Town,4,4,1925,1950,3,3,1,0,3,3,8,9,2006
1668,135000,RM,9600,Old Town,5,6,1948,1950,3,3,1,0,3,3,6,5,2006
1657,111500,RM,5520,Old Town,4,6,1920,1980,3,3,1,0,4,2,9,7,2006
1416,156500,RM,9600,Old Town,6,8,1900,2004,3,3,1,0,3,4,7,6,2006
1641,178000,RM,9600,Old Town,7,7,1925,1990,3,3,1,1,3,5,6,8,2006
1428,139900,RM,6451,Old Town,7,7,1900,1970,3,3,1,0,4,3,7,5,2006
1004,105000,RM,3960,Old Town,7,8,1930,1950,3,3,1,0,2,4,5,7,2006
813,110000,RM,5684,Old Town,6,8,1930,2005,3,3,1,0,2,4,5,6,2006
1951,111500,RM,7745,Old Town,4,6,1900,1950,4,3,2,0,4,2,9,4,2006
1032,108000,RM,7741,Old Town,6,5,1924,1950,3,3,1,0,2,3,5,6,2006
844,111500,RM,5633,Old Town,5,7,1925,1950,3,3,1,0,2,3,5,7,2006
1750,124000,RM,9000,Old Town,5,6,1880,1991,3,3,1,0,3,5,8,6,2006
864,105000,RM,7200,Old Town,4,5,1950,1950,3,3,1,0,2,3,5,8,2006
1118,116000,RM,4400,Old Town,6,8,1920,1950,3,3,1,0,2,3,6,10,2006
1376,96900,RM,7614,Old Town,3,5,1905,1950,3,3,1,0,2,3,7,3,2006
960,135500,RM,6000,Old Town,5,7,1955,1955,3,3,1,0,3,3,5,6,2006
1566,139000,RM,6000,Old Town,5,7,1924,1950,3,4,1,1,5,4,7,8,2006
492,61500,RM,7830,Old Town,3,5,1921,1950,3,3,1,0,1,3,3,6,2006
1182,120000,RM,9576,Old Town,6,7,1945,1950,3,3,1,1,3,3,5,5,2006
1163,126175,RM,5820,Old Town,3,8,1955,2005,3,4,1,0,3,3,6,7,2006
840,64000,RM,5747,Old Town,3,4,1920,1950,3,3,1,0,2,2,5,6,2006
1928,137000,RM,9142,Old Town,6,8,1910,1950,3,2,2,0,4,2,9,4,2006
1774,87000,RM,9600,Old Town,4,2,1900,1950,3,3,2,0,4,3,8,5,2006
1768,163000,RM,10800,Old Town,7,7,1914,1970,3,3,1,1,2,3,6,10,2006
2104,155000,RM,6300,Old Town,7,6,1910,2005,3,3,2,0,5,3,9,7,2006
1440,79000,RM,5000,Old Town,5,4,1900,1950,3,3,1,0,3,3,6,4,2006
1690,144000,RM,8850,Old Town,7,6,1916,1950,3,3,1,0,3,3,7,7,2006
1368,114504,RM,3600,Old Town,6,7,1910,1993,3,3,1,0,3,3,7,10,2006
1762,157000,RM,7200,Old Town,7,7,1920,1950,3,3,1,1,4,4,8,10,2006
1200,125000,RM,11340,Old Town,6,5,1923,1950,3,3,1,0,4,3,7,3,2006
3608,475000,RM,22950,Old Town,10,9,1892,1993,4,4,2,1,4,5,12,6,2006
1248,93500,RM,5976,Old Town,5,7,1920,1950,3,3,2,0,2,3,8,12,2006
960,125000,RM,9750,Old Town,5,5,1958,1958,3,3,1,0,3,3,5,7,2006
788,100000,RL,7446,Brookside,4,5,1941,1950,3,3,1,0,2,3,4,4,2006
1577,140200,RL,6435,Brookside,6,5,1939,1950,3,3,1,0,3,2,6,10,2006
1827,202500,RL,11737,Brookside,6,7,1924,1996,3,3,1,0,2,3,9,5,2006
1664,159000,RM,5000,Brookside,6,7,1947,1950,3,4,2,0,3,3,7,10,2006
1118,119900,RM,7800,Old Town,5,7,1939,1950,3,3,1,0,3,3,5,5,2006
1176,114500,RM,6240,Brookside,6,6,1934,1950,3,3,1,0,3,3,6,9,2006
1344,115000,RM,6240,Brookside,5,4,1936,1950,3,3,1,0,3,3,7,4,2006
1162,75000,RM,6120,Brookside,3,5,1930,1950,4,3,1,0,3,3,6,11,2006
1015,88000,RM,6120,Brookside,5,7,1925,1950,3,3,1,0,3,3,6,7,2006
912,80500,RM,6240,Brookside,4,5,1947,1950,3,3,1,0,2,3,3,7,2006
1576,149000,RM,6240,Brookside,5,6,1928,1950,3,3,1,0,3,3,8,8,2006
1324,110000,RM,6120,Brookside,5,7,1930,1984,3,4,1,0,3,4,7,2,2006
1103,110500,RM,6000,Old Town,6,6,1925,1980,3,4,1,0,2,4,5,7,2006
616,89000,RM,6000,Brookside,5,7,1921,1950,3,3,1,0,2,3,4,6,2006
1048,113000,RM,6380,Brookside,5,6,1922,1950,3,3,1,0,2,3,5,8,2006
816,109000,RL,11672,Brookside,5,5,1925,1950,3,3,1,0,2,3,4,7,2006
2486,220000,RM,33120,Old Town,6,5,1962,1962,3,3,2,0,5,3,8,10,2006
960,129000,RL,9873,Brookside,4,5,1970,1970,3,3,1,0,3,3,6,5,2006
1635,117000,RM,5310,Old Town,6,8,1910,2003,3,4,1,0,2,4,5,6,2006
693,52500,RM,4118,Old Town,4,4,1941,1950,3,3,1,0,2,2,4,3,2006
1430,107000,RM,10320,Iowa DOT and Rail Road,4,5,1924,1950,3,3,2,0,3,2,7,10,2006
1330,116500,RM,7518,Iowa DOT and Rail Road,5,8,1910,2004,2,4,1,0,3,3,7,7,2006
819,72000,RM,9000,Iowa DOT and Rail Road,5,4,1919,1950,3,3,1,0,2,4,4,9,2006
1376,119500,RM,8600,Iowa DOT and Rail Road,6,6,1937,1950,3,3,2,0,3,3,7,6,2006
1360,125500,RM,7200,Iowa DOT and Rail Road,5,6,1938,1995,3,3,1,1,2,4,6,7,2006
1077,91000,RM,9786,Iowa DOT and Rail Road,3,4,1922,1950,3,3,1,0,3,3,6,5,2006
754,84500,RM,6780,Iowa DOT and Rail Road,6,8,1935,1982,3,2,1,0,2,3,5,6,2006
984,90000,RM,7200,Iowa DOT and Rail Road,6,6,1930,1950,3,3,1,0,3,3,6,3,2006
1422,137500,RL,12375,Sawyer,5,5,1951,1951,3,2,1,0,3,3,7,6,2006
1921,150000,RL,11136,Sawyer,6,5,1964,1964,3,3,2,0,4,3,8,7,2006
1640,131000,RL,21370,Sawyer,5,5,1950,1950,3,3,1,0,3,3,7,6,2006
1352,130000,RL,6930,Clear Creek,5,4,1958,1958,3,3,1,0,3,4,6,7,2006
1032,125000,RL,8250,Edwards,5,7,1935,1950,3,3,1,0,2,3,6,6,2006
879,80000,RL,5220,South & West of Iowa State University,5,3,1936,1950,3,3,1,0,2,3,4,1,2006
1073,157000,RL,5500,South & West of Iowa State University,7,5,2004,2004,3,3,2,0,2,3,4,5,2006
1382,148000,RL,11235,Sawyer,4,5,1963,1979,3,3,1,1,3,3,6,10,2006
1296,90000,RL,10791,Sawyer,4,5,1967,1967,3,3,2,0,2,3,6,10,2006
1068,154500,RL,8414,Sawyer,6,8,1963,2003,3,3,1,0,3,3,6,2,2006
1064,153600,RL,11327,Sawyer,5,6,1967,1967,3,3,1,0,3,3,6,6,2006
1320,164500,RL,11777,Sawyer,5,6,1966,1966,3,3,1,0,3,3,6,5,2006
934,132000,RL,10366,Sawyer,6,7,1964,1964,3,4,1,0,2,3,4,7,2006
1059,142500,RL,9000,Sawyer,5,6,1966,1966,3,3,1,0,3,3,6,6,2006
1159,158000,RL,11553,Sawyer,5,5,1968,1968,3,3,1,1,3,3,7,7,2006
1400,149500,RL,7844,Sawyer,6,7,1978,1978,3,3,1,1,3,3,6,3,2006
1458,165000,RL,9535,Sawyer,5,5,1967,1967,3,3,1,1,3,3,7,7,2006
1721,180000,RL,10335,Sawyer,5,6,1968,1993,3,3,2,1,3,3,7,7,2006
1040,160500,RL,7176,Sawyer,6,6,1978,1978,3,3,1,0,3,3,6,7,2006
1967,156500,RL,9662,Sawyer,5,4,1977,1977,3,3,2,0,6,3,10,8,2006
1949,157000,RL,8235,Sawyer,5,4,1977,1977,3,3,2,0,6,3,10,5,2006
1920,172500,RL,13650,Sawyer,5,5,1958,1958,4,4,2,0,4,4,8,7,2006
1803,155000,RL,13125,Sawyer,5,4,1957,2000,3,3,2,0,3,3,8,1,2006
1779,170000,RL,17920,Sawyer,5,4,1955,1974,3,3,1,1,3,3,6,7,2006
872,105000,RL,17529,Sawyer,5,5,1924,1950,3,3,1,0,2,2,5,4,2006
960,145000,RL,10246,Sawyer,4,9,1965,2001,3,4,0,0,0,3,3,5,2006
1437,168000,RL,14175,Sawyer,5,6,1956,1987,3,3,1,1,3,3,6,11,2006
1830,278000,RL,20355,Clear Creek,7,6,1967,1967,3,3,1,0,2,3,6,6,2006
1000,164000,RL,13050,Clear Creek,5,6,1963,1963,3,3,1,0,1,3,4,4,2006
2287,225000,RL,15593,Clear Creek,7,4,1953,1953,4,3,2,0,3,3,7,7,2006
810,130000,RL,10820,Sawyer,5,7,1971,1972,3,3,1,0,2,3,4,6,2006
894,142500,RL,13350,Sawyer,5,5,1974,1974,3,3,1,0,3,3,5,6,2006
1700,148400,RL,1700,Clear Creek,7,5,1980,1981,4,3,2,1,2,4,7,4,2006
1453,190000,RL,5271,Clear Creek,7,5,1986,1986,3,3,1,1,2,4,6,12,2006
1350,146000,RL,9375,Edwards,4,5,1954,1954,3,4,1,1,3,3,6,6,2006
1150,128000,RL,6488,Edwards,5,5,1942,1950,3,3,1,0,3,3,6,3,2006
2008,225000,RL,7800,Edwards,5,8,1948,2002,3,4,3,0,3,5,8,8,2006
2201,274970,RL,19690,Edwards,6,7,1966,1966,4,4,2,0,4,4,8,8,2006
2009,235000,RL,19950,Edwards,6,7,1928,1950,3,3,2,0,4,3,8,12,2006
3672,415000,RL,19800,Edwards,6,8,1935,1990,3,3,3,1,5,4,7,12,2006
1560,182000,RL,11679,Edwards,5,5,1962,1962,3,3,2,0,3,3,6,5,2006
1488,135000,RL,12048,Edwards,5,6,1952,2002,3,3,1,0,3,3,7,4,2006
1057,137000,RL,10519,Edwards,5,8,1955,1999,3,3,1,0,3,4,6,3,2006
1855,136900,RL,9525,Edwards,6,4,1954,1972,3,3,2,0,4,3,7,10,2006
1609,149900,RL,9525,Edwards,6,5,1953,1953,3,3,1,1,5,3,7,7,2006
1148,123500,RL,6420,Edwards,5,7,1952,1952,3,3,1,0,2,3,6,9,2006
1124,93000,RL,8335,Edwards,5,5,1954,1954,3,3,1,0,3,3,5,4,2006
1456,91500,RL,7585,Edwards,5,3,1948,1950,3,3,1,0,4,3,7,8,2006
1298,180000,RL,11200,Sawyer West,6,5,1985,1985,4,3,2,0,3,4,5,5,2006
2559,209000,RL,12128,Sawyer West,6,4,1989,1989,4,3,2,1,4,5,9,11,2006
1911,215000,RL,9554,Sawyer West,8,5,1993,1994,4,3,2,1,3,4,8,9,2006
1440,224500,RL,9069,Sawyer West,6,8,1993,1993,4,4,2,0,2,4,8,4,2006
1876,229800,RL,11003,College Creek,7,5,2005,2006,4,3,2,1,3,4,7,7,2006
1208,183600,RL,7488,College Creek,7,5,2005,2005,4,3,2,0,2,4,6,2,2006
1220,194000,RL,7406,College Creek,7,5,2006,2006,4,3,2,0,2,4,6,7,2006
1294,193879,RL,6762,College Creek,7,5,2006,2006,4,3,2,0,2,4,6,7,2006
1614,221500,RL,11210,College Creek,7,5,2005,2006,4,3,2,0,3,4,7,7,2006
1498,204900,RL,8990,College Creek,7,5,2006,2006,4,3,2,0,2,4,5,4,2006
1962,239799,RL,8760,College Creek,7,5,2006,2006,4,3,2,1,3,4,7,8,2006
1846,233555,RL,13377,College Creek,6,5,2006,2006,4,3,2,0,3,4,7,7,2006
1734,260000,RL,11645,College Creek,7,5,2005,2005,4,3,2,0,3,4,7,1,2006
1590,294900,RL,11645,College Creek,8,5,2005,2006,4,3,2,1,2,5,6,8,2006
1809,209700,RL,10984,College Creek,7,5,2005,2006,4,3,2,1,3,4,8,5,2006
1614,225000,RL,9316,College Creek,7,5,2005,2005,4,3,2,0,3,4,7,3,2006
1596,181000,RL,9316,College Creek,7,5,2005,2005,4,3,2,1,3,4,6,6,2006
1915,220000,RL,10041,Sawyer West,8,5,1992,1992,4,3,2,1,3,4,8,2,2006
1582,190000,RL,36500,Clear Creek,5,5,1964,1964,3,4,2,0,4,3,7,6,2006
988,180000,RL,21453,Clear Creek,6,5,1969,1969,3,3,1,0,1,3,4,10,2006
1533,280000,RL,70761,Clear Creek,7,5,1975,1975,3,3,2,0,2,4,5,12,2006
1388,158900,RL,12000,Clear Creek,6,5,1968,1968,3,2,2,0,3,3,6,7,2006
914,148000,RL,8846,College Creek,5,5,1996,1996,4,3,1,0,2,3,5,7,2006
1100,145000,RL,13015,College Creek,5,6,1996,1996,3,4,1,1,3,3,5,6,2006
1499,187000,RL,12438,College Creek,6,5,1995,1995,4,3,2,1,3,4,6,8,2006
1425,193000,RL,8685,College Creek,7,5,1998,1998,3,3,2,0,3,3,5,5,2006
990,156000,RL,13568,College Creek,5,5,1995,1995,3,3,1,0,3,3,5,7,2006
1525,235000,RL,9100,College Creek,7,5,2000,2000,4,3,2,0,3,4,6,9,2006
1494,217000,RL,9236,College Creek,6,5,1997,1997,3,4,2,0,3,4,6,7,2006
1588,214000,RL,10264,College Creek,7,5,1999,1999,4,3,2,0,3,4,6,8,2006
1749,196000,RL,9272,College Creek,7,5,1999,1999,4,3,2,1,3,4,7,6,2006
1779,217000,RL,13426,College Creek,7,5,1999,2000,4,3,2,1,3,4,7,9,2006
1861,200000,RL,13450,College Creek,7,5,2002,2002,4,3,2,1,3,4,8,6,2006
1776,192500,RL,14006,College Creek,7,5,2002,2002,4,3,2,1,3,4,7,2,2006
1541,205000,RL,13704,College Creek,7,5,2001,2002,4,3,2,0,3,4,6,1,2006
954,132500,RL,10780,College Creek,5,5,1976,1976,3,3,1,0,3,3,6,7,2006
1388,157500,RL,8340,College Creek,6,6,1977,1977,3,3,1,1,3,3,6,12,2006
1282,174000,RL,10385,College Creek,6,6,1978,1978,3,3,2,0,3,3,6,4,2006
971,128500,RL,9920,College Creek,5,6,1969,1969,3,3,1,1,3,3,5,5,2006
864,128500,RL,9560,College Creek,5,7,1972,1972,3,4,1,0,3,3,5,6,2006
894,149900,RL,9800,College Creek,5,7,1972,1972,3,3,1,0,3,3,5,7,2006
864,119900,RL,7200,College Creek,5,8,1972,1972,3,3,1,0,3,3,5,3,2006
1320,137000,RH,3612,Landmark,6,5,1993,1994,3,3,2,1,3,3,5,6,2006
1989,255000,RL,11367,College Creek,8,5,2002,2002,4,3,2,1,3,4,7,11,2006
1762,222000,RL,9930,College Creek,7,5,2002,2002,4,3,2,1,3,4,6,7,2006
1755,214000,RL,9468,College Creek,6,5,1999,1999,3,3,2,1,3,3,7,8,2006
1358,220000,RL,11088,College Creek,8,5,2002,2002,4,3,1,1,1,4,5,6,2006
1787,275000,RL,14781,College Creek,8,5,2001,2002,4,3,2,0,3,4,7,8,2006
1909,197000,RL,8726,College Creek,7,5,2002,2002,4,3,2,1,4,4,8,9,2006
1654,230000,RL,8125,College Creek,7,5,2002,2002,4,3,2,0,3,4,6,2,2006
2214,268500,RL,10566,College Creek,8,5,1999,1999,4,3,2,1,3,4,8,7,2006
2049,210900,RL,21533,College Creek,7,5,1996,1997,4,3,2,1,4,4,9,8,2006
1939,227000,RL,11250,College Creek,7,5,1998,1998,3,3,2,1,3,4,8,5,2006
1995,237000,RL,11250,College Creek,7,5,1995,1996,4,4,2,1,4,4,8,7,2006
2097,274300,RL,9750,College Creek,7,6,1998,1998,3,3,2,1,3,4,8,6,2006
1836,216837,RL,9100,College Creek,7,5,2004,2005,4,3,2,0,3,4,8,10,2006
848,133000,RM,4435,College Creek,6,5,2003,2003,4,3,1,0,1,4,4,4,2006
848,155900,RM,4435,College Creek,6,5,2004,2004,4,3,1,0,1,4,3,5,2006
1919,233230,RL,15611,College Creek,8,5,2006,2006,4,3,2,1,3,4,8,7,2006
1390,207000,RL,8810,College Creek,7,5,2003,2003,4,3,2,0,3,4,7,3,2006
1948,195000,RL,12393,College Creek,7,5,2004,2005,4,3,2,1,4,4,8,9,2006
1700,200000,RL,9135,College Creek,6,5,2003,2003,4,3,2,0,3,4,7,5,2006
1737,203160,RL,8581,College Creek,7,5,2006,2006,4,3,2,1,3,4,7,8,2006
1611,195800,RL,8400,College Creek,7,5,2005,2005,4,3,2,1,3,4,6,3,2006
1552,212900,RL,10084,College Creek,7,5,2005,2006,4,3,2,0,3,4,7,7,2006
1720,196500,RL,11645,College Creek,7,5,2004,2004,4,3,2,1,3,4,7,8,2006
1336,198000,RL,8772,College Creek,7,5,2005,2006,4,3,2,0,3,4,6,9,2006
1500,173900,RL,8846,College Creek,6,5,2005,2006,3,3,2,1,3,4,6,8,2006
1456,163990,RL,8461,College Creek,6,5,2005,2006,4,3,2,1,3,4,8,7,2006
1310,164990,RL,8767,College Creek,7,5,2005,2005,4,3,2,0,3,4,6,7,2006
1436,98000,RL,8777,Edwards,4,6,1910,2000,3,4,2,0,3,3,6,10,2006
1466,149900,RL,17755,Edwards,5,4,1959,1959,3,3,1,1,3,2,6,11,2006
1220,102000,RL,8877,Edwards,4,5,1951,1951,3,3,1,0,2,3,6,4,2006
1012,127500,RL,7840,Edwards,6,5,1975,1975,3,3,2,0,4,3,4,10,2006
980,127500,RL,9400,Edwards,6,5,1975,1975,3,3,2,0,4,3,4,10,2006
1176,119900,RL,16133,Edwards,5,4,1969,1969,3,3,1,0,2,3,5,12,2006
1724,196500,RL,7162,Edwards,7,5,2003,2004,4,3,2,1,3,4,8,5,2006
914,117250,RL,8050,Edwards,6,5,2002,2002,3,3,1,0,2,4,4,4,2006
2314,229000,RL,11060,Edwards,7,5,2003,2005,4,3,2,1,3,4,9,2,2006
1072,145000,RM,3675,Edwards,5,5,2005,2005,3,3,1,0,2,3,5,5,2006
1072,140000,RM,3675,Edwards,6,5,2005,2006,3,3,2,0,2,3,5,6,2006
1072,142500,RM,3675,Edwards,6,5,2005,2006,3,3,1,0,2,3,5,10,2006
1709,134000,RM,2522,Edwards,7,5,2004,2004,4,3,2,0,3,4,7,5,2006
1709,130000,RM,2522,Edwards,7,5,2004,2004,4,3,2,0,3,4,7,5,2006
1709,130000,RM,2522,Edwards,6,5,2004,2006,4,3,2,0,3,4,7,4,2006
1709,137500,RM,2522,Edwards,7,5,2004,2004,4,3,2,0,3,4,7,4,2006
